,종목명,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,매출액,자산총계,부채총계,영업이익,매출액증가율,영업이익증가율,당기순이익,주당순이익,보통부배당금,ROA,PBR,유보율,date
1613,랩지노믹스,500,5576,11164,0.99,2652025,163.24,3.18,332,495,191,11,20.47,151.97,332,495,191,11,20.47,151.97,2020-08-04
1614,다원시스,500,5575,26932,4.23,440028,95.39,2.09,1751,5358,3250,83,35.99,-5.02,1751,5358,3250,83,35.99,-5.02,2020-08-04
1615,레몬,500,5572,34500,1.08,864652,-60.94,-41.23,497,984,795,-79,57.94,-2360.20,497,984,795,-79,57.94,-2360.20,2020-08-04
1616,엔케이맥스,500,5495,32609,6.62,1347510,-31.61,-16.05,87,1822,746,-241,39.57,-66.87,87,1822,746,-241,39.57,-66.87,2020-08-04
1617,오스템임플란트,500,5450,14286,31.84,430140,-17.63,-17.24,5650,7974,7150,429,22.80,38.50,5650,7974,7150,429,22.80,38.50,2020-08-04
1618,하나머티리얼즈,500,5447,19628,15.80,458427,20.71,20.86,1548,2951,1497,409,-6.28,-17.21,1548,2951,1497,409,-6.28,-17.21,2020-08-04
1619,알서포트,100,5407,53267,20.79,33560740,-36.51,14.87,285,786,166,58,15.31,5.88,285,786,166,58,15.31,5.88,2020-08-04
1620,미코,500,5371,31317,4.46,2224820,64.96,8.96,2362,4050,2362,382,3.85,-15.71,2362,4050,2362,382,3.85,-15.71,2020-08-04
1621,녹십자셀,500,5293,12111,5.12,272724,-186.75,14.52,379,1537,686,57,28.02,50.81,379,1537,686,57,28.02,50.81,2020-08-04
1622,바디텍메드,1000,5282,23478,4.86,1166666,46.58,16.78,728,1013,242,150,9.96,131.20,728,1013,242,150,9.96,131.20,2020-08-04
1623,바이오니아,500,5207,22737,5.46,2756150,-19.83,-22.49,363,821,505,-85,50.73,26.41,363,821,505,-85,50.73,26.41,2020-08-04
1624,제테마,500,5127,17498,0.20,910600,-27.21,-101.92,133,623,283,-107,18.67,-135.89,133,623,283,-107,18.67,-135.89,2020-08-04
1625,테스,500,5080,19768,8.82,417836,67.99,4.56,1784,2479,330,117,-37.86,-79.68,1784,2479,330,117,-37.86,-79.68,2020-08-04
1626,인트론바이오,500,5080,31357,8.71,2471831,-76.78,-6.13,83,890,240,-44,-59.45,-184.56,83,890,240,-44,-59.45,-184.56,2020-08-04
1627,대아티아이,100,4909,71152,6.59,2543080,222.58,2.32,1142,1483,516,90,11.22,15.70,1142,1483,516,90,11.22,15.70,2020-08-04
1628,카페24,500,4904,9431,21.19,83284,135.42,5.91,2172,2314,792,98,31.36,-36.89,2172,2314,792,98,31.36,-36.89,2020-08-04
1629,이녹스첨단소재,500,4903,9502,14.21,71828,16.51,21.10,3493,3374,1568,465,19.18,21.39,3493,3374,1568,465,19.18,21.39,2020-08-04
1630,코오롱티슈진,0,4896,61118,7.12,0,-10.90,-40.73,31,1245,310,-445,-23.52,-28.14,31,1245,310,-445,-23.52,-28.14,2020-08-04
1631,에프에스티,500,4886,20234,1.75,1270942,24.92,17.52,1257,1811,680,189,-23.83,-5.64,1257,1811,680,189,-23.83,-5.64,2020-08-04
1632,텔콘RF제약,100,4867,85377,14.11,3156364,-8.82,-39.28,566,1316,164,30,-1.94,138.04,566,1316,164,30,-1.94,138.04,2020-08-04
1633,코엔텍,500,4750,50000,8.43,1333567,20.65,16.01,711,1982,454,284,-1.56,-2.95,711,1982,454,284,-1.56,-2.95,2020-08-04
1634,피에스케이,500,4725,14765,8.55,483604,15.41,N/A,1546,2239,367,169,N/A,N/A,1546,2239,367,169,N/A,N/A,2020-08-04
1635,에이스침대,1000,4686,11090,3.29,384,11.67,9.41,2774,5197,512,499,13.24,23.98,2774,5197,512,499,13.24,23.98,2020-08-04
1636,디앤씨미디어,500,4615,12275,4.55,96983,79.49,12.44,421,534,119,79,31.35,23.20,421,534,119,79,31.35,23.20,2020-08-04
1637,골프존,500,4587,6275,7.94,56627,27.14,8.21,2470,3126,1125,323,24.31,14.69,2470,3126,1125,323,24.31,14.69,2020-08-04
1638,엘비세미콘,500,4532,43785,1.77,11022243,15.09,24.47,3904,4786,2893,504,41.64,83.74,3904,4786,2893,504,41.64,83.74,2020-08-04
1639,메디포스트,500,4521,15618,8.63,324261,-43.08,-11.85,458,2137,1018,-81,3.22,-22.31,458,2137,1018,-81,3.22,-22.31,2020-08-04
1640,현대바이오,500,4507,35916,6.38,858704,-448.21,1.75,301,632,162,26,-3.68,22.89,301,632,162,26,-3.68,22.89,2020-08-04
1641,SK바이오랜드,500,4492,15000,3.88,758060,61.00,7.12,1063,2091,533,145,5.69,-15.22,1063,2091,533,145,5.69,-15.22,2020-08-04
1642,와이솔,500,4395,28172,4.11,639055,15.60,10.19,3703,4190,786,400,1.11,-27.06,3703,4190,786,400,1.11,-27.06,2020-08-04
1643,KG모빌리언스,500,4368,38826,3.52,960786,18.97,8.18,1922,4507,2132,348,-5.30,57.38,1922,4507,2132,348,-5.30,57.38,2020-08-04
1644,시노펙스,500,4354,72561,6.46,80929328,53.57,8.27,2171,1536,709,167,31.23,394.30,2171,1536,709,167,31.23,394.30,2020-08-04
1645,아이디스,500,4345,10716,2.26,229180,48.50,1.26,1119,1707,184,33,2.43,1159.16,1119,1707,184,33,2.43,1159.16,2020-08-04
1646,테크윙,500,4231,19319,2.10,459822,22.48,6.41,1869,3793,1908,244,-3.53,-2.76,1869,3793,1908,244,-3.53,-2.76,2020-08-04
1647,에이디테크놀로지,500,4221,12469,1.69,650038,41.89,15.31,2258,1102,544,122,104.79,0.49,2258,1102,544,122,104.79,0.49,2020-08-04
1648,서부T&D,500,4186,58140,12.73,1208629,-189.47,0.01,1279,18112,11388,144,18.35,93741.16,1279,18112,11388,144,18.35,93741.16,2020-08-04
1649,한글과컴퓨터,500,4179,24440,11.50,442511,17.03,8.87,3193,6517,3180,332,49.99,-21.75,3193,6517,3180,332,49.99,-21.75,2020-08-04
1650,티에스이,500,4170,11061,9.08,85829,15.27,10.33,1915,2636,688,207,3.83,39.30,1915,2636,688,207,3.83,39.30,2020-08-04
1651,디오,500,4168,15524,17.61,72802,20.42,16.97,1272,2732,1295,348,39.68,330.04,1272,2732,1295,348,39.68,330.04,2020-08-04
1652,한국아트라스비엑스,1000,4168,9150,2.76,1538,8.52,15.60,6480,4803,1132,646,-0.66,0.57,6480,4803,1132,646,-0.66,0.57,2020-08-04
1653,쏠리드,500,4159,52185,3.74,1681704,32.93,4.97,2293,2838,1601,-35,3.01,-432.40,2293,2838,1601,-35,3.01,-432.40,2020-08-04
1654,비츠로셀,500,4136,21539,31.91,76498,18.41,15.34,1334,1640,225,253,18.51,29.00,1334,1640,225,253,18.51,29.00,2020-08-04
1655,에치에프알,500,4128,11982,1.76,142344,1813.16,1.29,1567,1365,548,22,16.05,-21.91,1567,1365,548,22,16.05,-21.91,2020-08-04
1656,원익QnC,500,4127,26288,4.66,1075235,-55.67,1.23,2631,6410,3538,274,-1.28,-33.61,2631,6410,3538,274,-1.28,-33.61,2020-08-04
1657,웹케시,500,4119,6764,16.55,31382,57.83,24.24,612,633,90,93,-20.06,59.92,612,633,90,93,-20.06,59.92,2020-08-04
1658,동국S&C,500,4109,57143,1.58,2749569,28.20,3.69,3178,4009,1247,142,-12.47,362.10,3178,4009,1247,142,-12.47,362.10,2020-08-04
1659,한국알콜,500,4094,21606,0.88,3143671,11.55,10.23,2914,4371,1026,331,13.85,16.12,2914,4371,1026,331,13.85,16.12,2020-08-04
1660,삼표시멘트,500,4037,107357,1.24,5823557,12.92,2.96,5955,13470,7118,481,3.38,6348.81,5955,13470,7118,481,3.38,6348.81,2020-08-04
1661,메가스터디교육,100,4025,11822,33.59,67572,9.78,20.45,4373,4328,1823,596,22.56,23.70,4373,4328,1823,596,22.56,23.70,2020-08-04
1662,뉴지랩,500,3939,26259,0.00,23900678,-59.52,-5.44,958,1185,513,-1,414.05,98.13,958,1185,513,-1,414.05,98.13,2020-08-04
1663,에스씨엠생명과학,500,3925,11751,5.73,2471317,-6.28,150.54,0,439,885,-86,-2.97,-61.06,0,439,885,-86,-2.97,-61.06,2020-08-04
1664,다나와,500,3909,13075,14.69,255147,16.19,23.63,1670,1542,445,285,57.06,41.43,1670,1542,445,285,57.06,41.43,2020-08-04
1665,마크로젠,500,3894,10612,1.25,583128,-30.58,-3.03,1223,2255,1177,7,8.35,-22.47,1223,2255,1177,7,8.35,-22.47,2020-08-04
1666,파크시스템스,500,3867,6668,5.27,40169,38.82,21.14,520,605,161,80,24.31,41.35,520,605,161,80,24.31,41.35,2020-08-04
1667,인선이엔티,500,3858,38391,3.81,3904419,14.87,8.58,1839,3472,1408,296,4.54,24.16,1839,3472,1408,296,4.54,24.16,2020-08-04
1668,원익홀딩스,500,3854,77238,8.44,536177,8.77,4.42,4508,12252,2866,616,-9.88,-21.44,4508,12252,2866,616,-9.88,-21.44,2020-08-04
1669,엑세스바이오,0,3845,33578,3.61,0,-20.56,-56.79,431,697,418,-80,7.01,-83.45,431,697,418,-80,7.01,-83.45,2020-08-04
1670,에스맥,200,3839,261146,1.43,25345455,-147.00,-6.43,1680,3498,1138,107,18.85,-12.23,1680,3498,1138,107,18.85,-12.23,2020-08-04
1671,올릭스,500,3803,6569,1.68,177793,-25.35,-29.67,11,452,34,-151,274.28,-83.59,11,452,34,-151,274.28,-83.59,2020-08-04
1672,AP시스템,500,3794,14480,10.12,314802,23.21,8.57,4621,4210,3068,284,-35.31,-37.87,4621,4210,3068,284,-35.31,-37.87,2020-08-04
1673,아이센스,500,3791,13737,38.14,107954,15.33,12.35,1898,2700,690,302,9.74,10.11,1898,2700,690,302,9.74,10.11,2020-08-04
1674,휴온스글로벌,500,3789,11464,13.80,33665,14.18,7.20,4494,7422,1604,729,18.68,7.28,4494,7422,1604,729,18.68,7.28,2020-08-04
1675,슈피겐코리아,500,3780,6216,17.47,107243,8.72,14.52,3086,3463,516,441,15.62,-10.37,3086,3463,516,441,15.62,-10.37,2020-08-04
1676,경동제약,500,3757,26550,10.11,11625252,18.07,9.18,1765,2876,527,246,-1.57,20.48,1765,2876,527,246,-1.57,20.48,2020-08-04
1677,지노믹트리,500,3747,19986,1.42,616353,-39.06,N/A,3,1137,49,-103,N/A,N/A,3,1137,49,-103,N/A,N/A,2020-08-04
1678,코오롱생명과학,500,3709,11412,2.35,172056,-6.35,-33.75,1485,2783,1773,-265,11.95,23.20,1485,2783,1773,-265,11.95,23.20,2020-08-04
1679,에이피티씨,100,3706,23235,3.43,227519,18.79,N/A,593,655,60,161,N/A,N/A,593,655,60,161,N/A,N/A,2020-08-04
1680,원익머트리얼즈,500,3694,12608,16.25,160000,11.91,9.55,2208,3588,513,360,-5.41,-14.50,2208,3588,513,360,-5.41,-14.50,2020-08-04
1681,위닉스,500,3691,17873,3.64,857776,19.50,29.85,3862,2763,1230,514,16.84,149.83,3862,2763,1230,514,16.84,149.83,2020-08-04
1682,나노신소재,500,3683,10848,1.85,1424195,84.24,6.35,489,1019,81,51,-6.43,-41.21,489,1019,81,51,-6.43,-41.21,2020-08-04
1683,노바렉스,500,3678,9004,2.78,115777,20.36,17.23,1591,1544,625,163,48.26,43.86,1591,1544,625,163,48.26,43.86,2020-08-04
1684,다산네트웍스,500,3657,32078,1.97,781244,-27.60,1.11,4466,4535,2212,-2,25.17,-101.59,4466,4535,2212,-2,25.17,-101.59,2020-08-04
1685,바텍,500,3647,14854,22.19,179720,12.91,14.49,2717,3870,1332,429,15.92,8.93,2717,3870,1332,429,15.92,8.93,2020-08-04
1686,이노와이어리스,500,3618,6738,4.18,103221,18.46,17.77,968,1210,401,153,51.24,6045.91,968,1210,401,153,51.24,6045.91,2020-08-04
1687,티움바이오,500,3603,23472,0.14,431179,-43.36,-11.70,11,935,10,-80,-1.41,-53.02,11,935,10,-80,-1.41,-53.02,2020-08-04
1688,코리아센터,100,3593,24031,0.39,114757,58.17,3.75,2515,3449,1467,108,32.60,11.69,2515,3449,1467,108,32.60,11.69,2020-08-04
1689,코아스템,500,3591,15717,2.07,732497,-63.65,-8.62,243,856,111,-51,8.82,-26.56,243,856,111,-51,8.82,-26.56,2020-08-04
1690,와이아이케이,100,3553,64257,0.89,2555379,-65.83,-10.66,500,1968,900,-118,-79.45,-135.76,500,1968,900,-118,-79.45,-135.76,2020-08-04
1691,인터플렉스,500,3546,23327,2.94,269964,-11.76,-12.24,4392,3514,1336,-168,39.89,74.67,4392,3514,1336,-168,39.89,74.67,2020-08-04
1692,뷰웍스,500,3526,10002,27.82,114887,13.36,16.03,1360,1810,196,264,3.51,17.14,1360,1810,196,264,3.51,17.14,2020-08-04
1693,한국정보통신,500,3524,37444,64.36,39963,16.65,12.70,4988,3536,1513,342,12.45,2.03,4988,3536,1513,342,12.45,2.03,2020-08-04
1694,한국기업평가,5000,3523,4541,77.31,8807,16.57,20.96,927,1603,359,316,10.21,24.71,927,1603,359,316,10.21,24.71,2020-08-04
1695,테라젠이텍스,500,3522,32166,4.66,1240379,7.58,40.27,1381,2415,962,37,17.54,194.43,1381,2415,962,37,17.54,194.43,2020-08-04
1696,압타바이오,500,3520,11016,0.50,494427,-61.44,-13.48,10,774,22,-72,-29.95,-112.70,10,774,22,-72,-29.95,-112.70,2020-08-04
1697,옵티팜,500,3494,14378,0.60,190696,-418.97,-1.85,137,417,61,-12,-2.19,-71.02,137,417,61,-12,-2.19,-71.02,2020-08-04
1698,신일제약,500,3472,10902,0.32,3615013,43.33,7.39,606,1178,166,94,13.84,56.35,606,1178,166,94,13.84,56.35,2020-08-04
1699,코미코,500,3462,8775,34.90,115260,16.08,21.04,1735,2921,1699,345,4.14,-14.90,1735,2921,1699,345,4.14,-14.90,2020-08-04
1700,세경하이테크,500,3452,11642,0.94,214616,39.17,18.64,2813,2064,676,234,9.65,-39.43,2813,2064,676,234,9.65,-39.43,2020-08-04
1701,주성엔지니어링,500,3450,48249,7.33,485139,22.84,11.50,2591,4500,2022,309,-1.88,-25.24,2591,4500,2022,309,-1.88,-25.24,2020-08-04
1702,피엔티,500,3409,21715,3.39,961933,356.82,-2.60,3214,5003,4286,15,25.21,-60.64,3214,5003,4286,15,25.21,-60.64,2020-08-04
1703,아이큐어,500,3402,7363,0.17,268652,-32.42,-9.60,609,2158,1157,-63,82.84,28.26,609,2158,1157,-63,82.84,28.26,2020-08-04
1704,동원개발,500,3396,90808,14.02,346356,4.01,11.49,6426,9298,1587,1061,5.71,-33.71,6426,9298,1587,1061,5.71,-33.71,2020-08-04
1705,진매트릭스,500,3369,19875,0.05,1219930,-1210.71,-9.00,51,285,132,-24,6.66,16.10,51,285,132,-24,6.66,16.10,2020-08-04
1706,아모텍,500,3303,9743,6.24,96471,-92.37,0.18,2486,4305,2317,70,-1.92,-38.13,2486,4305,2317,70,-1.92,-38.13,2020-08-04
1707,프로텍,500,3300,11000,6.48,440974,18.23,19.94,1798,2325,249,460,16.74,43.19,1798,2325,249,460,16.74,43.19,2020-08-04
1708,미스터블루,100,3297,24515,3.79,872946,24.68,32.13,639,623,194,139,106.25,250.64,639,623,194,139,106.25,250.64,2020-08-04
1709,셀리드,500,3295,9649,0.21,339794,-95.39,-7.69,N/A,525,12,-35,N/A,-48.68,N/A,525,12,-35,N/A,-48.68,2020-08-04
1710,코아시아,500,3269,26255,0.58,2253011,67.66,5.82,4389,3263,1840,205,21.34,365.67,4389,3263,1840,205,21.34,365.67,2020-08-04
1711,OQP,200,3260,75280,3.22,672335,-26.56,-23.79,646,719,472,19,48.90,-21.45,646,719,472,19,48.90,-21.45,2020-08-04
1712,상상인,1000,3248,55328,6.44,749382,3.61,26.51,5413,36272,30085,1824,11.76,3.74,5413,36272,30085,1824,11.76,3.74,2020-08-04
1713,씨아이에스,100,3245,56332,3.99,2328995,28.37,25.60,1006,1697,1201,154,130.66,227.52,1006,1697,1201,154,130.66,227.52,2020-08-04
1714,나노엔텍,500,3238,26763,0.39,2432633,44.49,15.10,263,466,56,31,1.78,7.97,263,466,56,31,1.78,7.97,2020-08-04
1715,유진기업,500,3235,77311,7.20,1461709,10.90,2.61,14578,45279,37365,1280,0.46,-2.18,14578,45279,37365,1280,0.46,-2.18,2020-08-04
1716,케이아이엔엑스,500,3235,4880,28.44,102765,22.06,20.10,646,1049,203,165,14.80,25.09,646,1049,203,165,14.80,25.09,2020-08-04
1717,인크로스,500,3227,8057,10.95,90381,33.66,14.48,345,1443,785,122,-3.65,10.12,345,1443,785,122,-3.65,10.12,2020-08-04
1718,피앤이솔루션,500,3223,14819,4.42,615406,15.66,21.81,1472,1775,975,178,43.22,51.19,1472,1775,975,178,43.22,51.19,2020-08-04
1719,유니테스트,500,3223,21134,8.45,450842,14.86,17.03,1983,1957,349,300,-29.75,-58.07,1983,1957,349,300,-29.75,-58.07,2020-08-04
1720,펩트론,500,3219,15326,2.58,491326,-16.75,-48.42,18,610,329,-127,-53.36,-60.69,18,610,329,-127,-53.36,-60.69,2020-08-04
1721,더네이쳐홀딩스,500,3185,7182,2.66,80888,15.56,N/A,2353,1335,581,398,N/A,N/A,2353,1335,581,398,N/A,N/A,2020-08-04
1722,삼강엠앤티,500,3161,33067,2.68,1868757,-30.45,-15.40,3845,6279,4322,-206,167.10,41.71,3845,6279,4322,-206,167.10,41.71,2020-08-04
1723,레이,500,3160,6653,11.73,70253,24.90,27.58,731,767,191,129,41.87,112.66,731,767,191,129,41.87,112.66,2020-08-04
1724,ISC,500,3076,14143,1.72,304490,26.49,2.57,877,2085,300,20,-13.93,-83.48,877,2085,300,20,-13.93,-83.48,2020-08-04
1725,파멥신,500,3045,13874,5.47,380756,-21.80,N/A,0,698,44,-69,N/A,N/A,0,698,44,-69,N/A,N/A,2020-08-04
1726,클리오,500,3044,17150,4.32,62833,53.30,2.05,2504,2367,914,186,33.62,1280.62,2504,2367,914,186,33.62,1280.62,2020-08-04
1727,올리패스,500,3018,15969,1.84,157815,-5.90,588.12,17,547,359,-215,249.26,-16.00,17,547,359,-215,249.26,-16.00,2020-08-04
1728,에스티아이,500,3008,15830,5.35,423577,14.37,14.59,3189,2657,978,271,11.25,22.89,3189,2657,978,271,11.25,22.89,2020-08-04
1729,소마젠(Reg.S),0,3001,16861,0.00,1021895,N/A,206.58,201,283,472,-49,-3.78,-59.75,201,283,472,-49,-3.78,-59.75,2020-08-04
1730,풍국주정,500,2999,12600,0.79,124670,39.67,5.95,1214,1801,326,105,0.81,-21.63,1214,1801,326,105,0.81,-21.63,2020-08-04
1731,에스티큐브,500,2996,30385,4.44,253759,-22.72,-35.69,174,524,236,-31,66.08,70.29,174,524,236,-31,66.08,70.29,2020-08-04
1732,사람인에이치알,500,2985,11659,26.22,11885,11.81,25.35,936,1307,194,273,8.62,44.60,936,1307,194,273,8.62,44.60,2020-08-04
1733,신흥에스이씨,2500,2978,6769,1.53,126697,17.11,17.29,2395,3354,2339,202,11.19,42.85,2395,3354,2339,202,11.19,42.85,2020-08-04
1734,하림,500,2969,106210,1.30,463171,-5.17,-14.52,8059,7680,5132,-434,-2.75,-2973.96,8059,7680,5132,-434,-2.75,-2973.96,2020-08-04
1735,브이티지엠피,500,2948,34002,3.25,315677,52.55,4.98,1128,1359,746,103,3.00,-23.43,1128,1359,746,103,3.00,-23.43,2020-08-04
1736,이노메트리,500,2943,9650,0.90,6808089,69.00,9.19,319,616,93,53,4.30,-20.65,319,616,93,53,4.30,-20.65,2020-08-04
1737,에이치엘사이언스,500,2910,5142,1.68,33344,14.30,27.38,1283,944,132,237,100.07,93.36,1283,944,132,237,100.07,93.36,2020-08-04
1738,멕아이씨에스,500,2906,6650,2.51,933335,-264.85,-31.40,129,249,207,-2,47.39,88.43,129,249,207,-2,47.39,88.43,2020-08-04
1739,휴메딕스,500,2902,9971,3.32,186722,32.15,9.55,786,1384,170,133,21.27,24.16,786,1384,170,133,21.27,24.16,2020-08-04
1740,이베스트투자증권,5000,2885,55481,0.56,548969,6.45,11.23,10883,45480,40340,705,4.03,48.88,10883,45480,40340,705,4.03,48.88,2020-08-04
1741,이크레더블,500,2878,12044,16.03,16636,19.85,26.81,409,626,89,167,9.88,9.18,409,626,89,167,9.88,9.18,2020-08-04
1742,SKC 솔믹스,500,2869,61494,1.26,1961306,-274.41,0.42,1388,2301,1342,76,-1.02,-72.53,1388,2301,1342,76,-1.02,-72.53,2020-08-04
1743,조이시티,500,2852,14189,3.78,134681,53.32,-4.91,1031,649,399,85,18.25,256.93,1031,649,399,85,18.25,256.93,2020-08-04
1744,동성화인텍,500,2847,26984,3.49,799311,18.28,19.99,2533,2631,1682,269,34.63,415.83,2533,2631,1682,269,34.63,415.83,2020-08-04
1745,앱클론,500,2842,7196,11.19,456938,-118.26,9.49,144,470,116,43,266.64,319.02,144,470,116,43,266.64,319.02,2020-08-04
1746,드림어스컴퍼니,500,2829,56860,3.75,76199,-7.12,-34.56,1970,1716,537,-267,42.88,-757.71,1970,1716,537,-267,42.88,-757.71,2020-08-04
1747,대한광통신,500,2828,73742,1.59,1237933,-25.07,-6.32,1543,2897,1103,-96,-7.69,-162.16,1543,2897,1103,-96,-7.69,-162.16,2020-08-04
1748,에이프로,500,2794,6881,0.10,318152,29.31,52.43,674,497,285,104,11.08,44.21,674,497,285,104,11.08,44.21,2020-08-04
1749,라온피플,500,2789,10328,0.46,176375,27.38,19.03,308,657,29,82,41.39,45.59,308,657,29,82,41.39,45.59,2020-08-04
1750,우주일렉트로,500,2782,9934,5.45,181518,24.22,6.37,1910,2515,619,159,2.36,2077.24,1910,2515,619,159,2.36,2077.24,2020-08-04
1751,큐로컴,500,2764,113758,1.87,1017653,-14.64,-33.26,151,966,590,-118,8.17,-12.27,151,966,590,-118,8.17,-12.27,2020-08-04
1752,아이씨디,500,2751,17803,4.85,344224,15.22,8.01,1216,2038,567,143,-48.03,-63.99,1216,2038,567,143,-48.03,-63.99,2020-08-04
1753,SNK,0,2738,21062,77.62,109961,21.63,15.59,1021,3210,174,464,50.29,25.07,1021,3210,174,464,50.29,25.07,2020-08-04
1754,남화산업,200,2728,20588,0.07,79858,91.38,2.30,150,1473,123,55,11.59,48.57,150,1473,123,55,11.59,48.57,2020-08-04
1755,이지홀딩스,500,2715,55641,5.83,931159,128.42,0.57,16149,17848,10536,416,6.99,-55.22,16149,17848,10536,416,6.99,-55.22,2020-08-04
1756,넷게임즈,500,2711,28839,0.50,716086,-46.53,-60.09,285,729,348,-171,20.84,-58.86,285,729,348,-171,20.84,-58.86,2020-08-04
1757,크리스에프앤씨,1000,2695,11715,0.07,9222,12.94,11.77,2595,2773,603,377,0.61,-13.51,2595,2773,603,377,0.61,-13.51,2020-08-04
1758,전파기지국,500,2675,52860,0.24,439310,126.50,2.96,863,1497,798,35,30.84,67.80,863,1497,798,35,30.84,67.80,2020-08-04
1759,유틸렉스,500,2671,7460,30.40,47190,-28.21,-24.42,4,760,132,-183,1.70,-33.56,4,760,132,-183,1.70,-33.56,2020-08-04
1760,미투온,500,2638,31258,5.20,4036824,24.32,15.94,1191,1751,764,405,20.58,37.20,1191,1751,764,405,20.58,37.20,2020-08-04
1761,나스미디어,500,2635,8755,11.32,77113,14.12,15.07,1170,3562,2031,306,9.76,22.50,1170,3562,2031,306,9.76,22.50,2020-08-04
1762,덕산테코피아,500,2619,18377,0.37,74840,21.17,10.78,618,1589,137,134,-12.82,-45.34,618,1589,137,134,-12.82,-45.34,2020-08-04
1763,골프존뉴딘홀딩스,500,2617,42837,2.73,231879,-10.99,-6.89,2289,7764,3292,-36,2.65,-425.38,2289,7764,3292,-36,2.65,-425.38,2020-08-04
1764,파워로직스,500,2599,34421,4.91,539157,8.42,26.19,11079,4114,1710,506,46.96,92.91,11079,4114,1710,506,46.96,92.91,2020-08-04
1765,녹십자엠에스,500,2597,21117,1.63,7165019,-12.31,-49.93,941,889,381,-44,8.99,24.93,941,889,381,-44,8.99,24.93,2020-08-04
1766,화일약품,500,2595,17301,0.76,19035238,62.24,2.90,1087,1394,200,41,6.54,-40.42,1087,1394,200,41,6.54,-40.42,2020-08-04
1767,동구바이오제약,500,2593,9604,2.26,276894,18.13,19.15,1252,1327,471,65,19.46,13.80,1252,1327,471,65,19.46,13.80,2020-08-04
1768,인터로조,500,2592,11677,6.37,31256,13.88,13.89,926,1811,497,226,16.54,32.07,926,1811,497,226,16.54,32.07,2020-08-04
1769,케이피에스,500,2571,15214,0.50,136564,-402.38,-1.13,142,387,84,-10,-65.07,-111.87,142,387,84,-10,-65.07,-111.87,2020-08-04
1770,인탑스,500,2554,17200,28.64,469394,7.42,8.50,9105,6922,1713,707,27.24,106.69,9105,6922,1713,707,27.24,106.69,2020-08-04
1771,태웅,500,2551,20007,3.75,508857,-8.35,-5.77,3740,9933,4251,-300,29.18,6.30,3740,9933,4251,-300,29.18,6.30,2020-08-04
1772,브릿지바이오테라퓨틱스,500,2548,6387,4.94,59055,162.20,9.11,583,797,47,6,N/A,103.90,583,797,47,6,N/A,103.90,2020-08-04
1773,디알젬,500,2548,11326,0.98,720149,30.61,17.88,601,630,305,46,6.11,8.74,601,630,305,46,6.11,8.74,2020-08-04
1774,알에프텍,500,2545,25327,3.52,850431,13.92,-1.42,2845,2543,1215,131,18.37,127.81,2845,2543,1215,131,18.37,127.81,2020-08-04
1775,네오팜,500,2540,8207,12.90,51171,12.57,23.33,832,1227,170,230,25.60,19.83,832,1227,170,230,25.60,19.83,2020-08-04
1776,세틀뱅크,500,2539,9267,5.32,68514,18.69,15.54,656,1692,586,134,14.69,2.00,656,1692,586,134,14.69,2.00,2020-08-04
1777,선데이토즈,500,2536,9570,7.77,289344,31.59,2.16,844,1554,186,28,-1.84,-67.72,844,1554,186,28,-1.84,-67.72,2020-08-04
1778,다날,500,2533,67555,1.48,668304,32.33,13.96,1912,5120,3122,109,5.21,82.81,1912,5120,3122,109,5.21,82.81,2020-08-04
1779,키이스트,500,2527,17071,8.55,568948,-50.86,-17.44,1002,1084,403,-15,-3.37,36.82,1002,1084,403,-15,-3.37,36.82,2020-08-04
1780,테고사이언스,500,2523,8086,1.29,110936,198.73,1.81,63,486,7,3,-19.16,-60.36,63,486,7,3,-19.16,-60.36,2020-08-04
1781,보광산업,500,2521,36111,0.42,976065,43.09,9.99,498,1006,328,74,33.29,56.28,498,1006,328,74,33.29,56.28,2020-08-04
1782,큐리언트,500,2514,8626,1.23,219394,-13.28,65.60,2,114,331,-66,N/A,-53.25,2,114,331,-66,N/A,-53.25,2020-08-04
1783,유티아이,500,2514,16117,5.43,214336,100.00,8.10,631,828,210,63,31.49,-21.25,631,828,210,63,31.49,-21.25,2020-08-04
1784,크린앤사이언스,500,2509,6500,6.49,150345,28.47,20.57,1183,1159,737,109,24.23,34.07,1183,1159,737,109,24.23,34.07,2020-08-04
1785,서희건설,500,2495,207081,9.29,4118559,3.38,18.62,12430,9761,5817,1182,9.15,42.33,12430,9761,5817,1182,9.15,42.33,2020-08-04
1786,바이오솔루션,500,2492,8091,0.93,181854,-198.71,-1.44,89,518,37,-19,-15.61,-272.43,89,518,37,-19,-15.61,-272.43,2020-08-04
1787,뉴파워프라즈마,100,2489,41352,4.75,898968,25.73,4.15,602,1501,149,37,-18.04,-69.06,602,1501,149,37,-18.04,-69.06,2020-08-04
1788,대화제약,500,2479,18225,4.48,336930,23.01,13.50,1146,1661,821,62,4.06,19.71,1146,1661,821,62,4.06,19.71,2020-08-04
1789,에스퓨얼셀,500,2476,5744,3.61,484099,150.70,4.79,380,697,377,22,20.52,11.99,380,697,377,22,20.52,11.99,2020-08-04
1790,오상자이엘,500,2467,17748,1.25,2049950,-17.98,-33.88,742,739,361,-26,14.70,-127.55,742,739,361,-26,14.70,-127.55,2020-08-04
